title,company,location,skills,job_desc,skills_list,skills_cleaned
Ai Engineer,Uber,San Francisco,"['Python', 'AWS']","We are looking for a AI Engineer with experience in Python, AWS.","['aws', 'python']","aws, python"
Machine Learning Engineer,Salesforce,Chicago,"['Machine Learning', 'PyTorch']","We are looking for a Machine Learning Engineer with experience in PyTorch, Machine Learning.","['machine learning', 'pytorch']","machine learning, pytorch"
Machine Learning Engineer,Ey,Chicago,"['PyTorch', 'Python', 'TensorFlow', 'Machine Learning']","We are looking for a Machine Learning Engineer with experience in Python, TensorFlow, Machine Learning.","['machine learning', 'python', 'pytorch', 'tensorflow']","machine learning, python, pytorch, tensorflow"
Analytics Consultant,Amazon,Miami,"['Client Communication', 'SQL', 'Power BI', 'Python']","We are looking for a Analytics Consultant with experience in Client Communication, Power BI, SQL.","['client communication', 'power bi', 'python', 'sql']","client communication, power bi, python, sql"
Data Engineer,Amazon,Boston,"['Spark', 'Airflow', 'AWS']","We are looking for a Data Engineer with experience in Airflow, AWS, Spark.","['airflow', 'aws', 'spark']","airflow, aws, spark"
Data Engineer,Facebook,Seattle,"['Airflow', 'AWS']","We are looking for a Data Engineer with experience in Airflow, AWS.","['airflow', 'aws']","airflow, aws"
Analytics Consultant,Accenture,Chicago,"['Python', 'Client Communication', 'Power BI', 'Excel']","We are looking for a Analytics Consultant with experience in Python, Client Communication, Power BI.","['client communication', 'excel', 'power bi', 'python']","client communication, excel, power bi, python"
Data Engineer,Deloitte,Atlanta,"['AWS', 'Python', 'Spark', 'Airflow', 'SQL']","We are looking for a Data Engineer with experience in Spark, Airflow, Python.","['airflow', 'aws', 'python', 'spark', 'sql']","airflow, aws, python, spark, sql"
Bi Developer,Accenture,New York,"['Power BI', 'SQL']","We are looking for a BI Developer with experience in Power BI, SQL.","['power bi', 'sql']","power bi, sql"
Ai Engineer,Uber,Los Angeles,"['PyTorch', 'AWS', 'Python', 'NLP']","We are looking for a AI Engineer with experience in Python, PyTorch, NLP.","['aws', 'nlp', 'python', 'pytorch']","aws, nlp, python, pytorch"
Ai Engineer,Microsoft,Miami,"['Deep Learning', 'Python', 'NLP', 'PyTorch']","We are looking for a AI Engineer with experience in NLP, Python, Deep Learning.","['deep learning', 'nlp', 'python', 'pytorch']","deep learning, nlp, python, pytorch"
Data Engineer,Accenture,Atlanta,"['AWS', 'SQL', 'Python', 'Spark', 'Airflow']","We are looking for a Data Engineer with experience in Airflow, AWS, SQL.","['airflow', 'aws', 'python', 'spark', 'sql']","airflow, aws, python, spark, sql"
Analytics Consultant,Facebook,Austin,"['Excel', 'Power BI', 'Python', 'Client Communication', 'SQL']","We are looking for a Analytics Consultant with experience in Python, Power BI, Client Communication.","['client communication', 'excel', 'power bi', 'python', 'sql']","client communication, excel, power bi, python, sql"
Bi Developer,Google,New York,"['Tableau', 'SQL', 'Data Warehousing', 'Power BI']","We are looking for a BI Developer with experience in Data Warehousing, Tableau, Power BI.","['data warehousing', 'power bi', 'sql', 'tableau']","data warehousing, power bi, sql, tableau"
Business Analyst,Ey,New York,"['Power BI', 'Excel']","We are looking for a Business Analyst with experience in Power BI, Excel.","['excel', 'power bi']","excel, power bi"
Data Analyst,Ey,San Francisco,"['Python', 'Excel', 'Tableau']","We are looking for a Data Analyst with experience in Tableau, Python, Excel.","['excel', 'python', 'tableau']","excel, python, tableau"
Ai Engineer,Facebook,San Francisco,"['NLP', 'Deep Learning', 'Python']","We are looking for a AI Engineer with experience in Python, Deep Learning, NLP.","['deep learning', 'nlp', 'python']","deep learning, nlp, python"
Data Analyst,Google,Chicago,"['Excel', 'Tableau', 'SQL', 'Python', 'Power BI']","We are looking for a Data Analyst with experience in Excel, SQL, Power BI.","['excel', 'power bi', 'python', 'sql', 'tableau']","excel, power bi, python, sql, tableau"
Bi Developer,Salesforce,Miami,"['Tableau', 'Data Warehousing', 'Power BI', 'ETL', 'SQL']","We are looking for a BI Developer with experience in Data Warehousing, Tableau, Power BI.","['data warehousing', 'etl', 'power bi', 'sql', 'tableau']","data warehousing, etl, power bi, sql, tableau"
Data Scientist,Facebook,Chicago,"['Python', 'Pandas', 'Statistics']","We are looking for a Data Scientist with experience in Pandas, Python, Statistics.","['pandas', 'python', 'statistics']","pandas, python, statistics"
Ai Engineer,Ibm,San Francisco,"['Deep Learning', 'AWS', 'PyTorch', 'NLP']","We are looking for a AI Engineer with experience in PyTorch, Deep Learning, NLP.","['aws', 'deep learning', 'nlp', 'pytorch']","aws, deep learning, nlp, pytorch"
Analytics Consultant,Facebook,Boston,"['Power BI', 'Client Communication', 'Python', 'Excel', 'SQL']","We are looking for a Analytics Consultant with experience in Client Communication, Python, Power BI.","['client communication', 'excel', 'power bi', 'python', 'sql']","client communication, excel, power bi, python, sql"
Bi Developer,Microsoft,New York,"['Power BI', 'Data Warehousing', 'SQL']","We are looking for a BI Developer with experience in SQL, Power BI, Data Warehousing.","['data warehousing', 'power bi', 'sql']","data warehousing, power bi, sql"
Business Analyst,Uber,Seattle,"['Power BI', 'Excel', 'SQL', 'Business Analysis', 'Project Management']","We are looking for a Business Analyst with experience in Power BI, Business Analysis, SQL.","['business analysis', 'excel', 'power bi', 'project management', 'sql']","business analysis, excel, power bi, project management, sql"
Data Scientist,Facebook,Chicago,"['Machine Learning', 'Pandas', 'Statistics', 'Python']","We are looking for a Data Scientist with experience in Pandas, Statistics, Machine Learning.","['machine learning', 'pandas', 'python', 'statistics']","machine learning, pandas, python, statistics"
Analytics Consultant,Ibm,Atlanta,"['Power BI', 'Client Communication', 'Python', 'Excel', 'SQL']","We are looking for a Analytics Consultant with experience in Python, SQL, Excel.","['client communication', 'excel', 'power bi', 'python', 'sql']","client communication, excel, power bi, python, sql"
Data Analyst,Ey,San Francisco,"['SQL', 'Power BI']","We are looking for a Data Analyst with experience in Power BI, SQL.","['power bi', 'sql']","power bi, sql"
Machine Learning Engineer,Accenture,Denver,"['TensorFlow', 'PyTorch']","We are looking for a Machine Learning Engineer with experience in TensorFlow, PyTorch.","['pytorch', 'tensorflow']","pytorch, tensorflow"
Data Engineer,Ey,Chicago,"['SQL', 'AWS']","We are looking for a Data Engineer with experience in AWS, SQL.","['aws', 'sql']","aws, sql"
Bi Developer,Google,Boston,"['SQL', 'Tableau']","We are looking for a BI Developer with experience in Tableau, SQL.","['sql', 'tableau']","sql, tableau"
Bi Developer,Ey,Los Angeles,"['Data Warehousing', 'Power BI', 'Tableau', 'SQL', 'ETL']","We are looking for a BI Developer with experience in Power BI, ETL, Tableau.","['data warehousing', 'etl', 'power bi', 'sql', 'tableau']","data warehousing, etl, power bi, sql, tableau"
Data Analyst,Amazon,Chicago,"['Tableau', 'Power BI']","We are looking for a Data Analyst with experience in Power BI, Tableau.","['power bi', 'tableau']","power bi, tableau"
Ai Engineer,Accenture,Miami,"['NLP', 'Python', 'PyTorch']","We are looking for a AI Engineer with experience in Python, PyTorch, NLP.","['nlp', 'python', 'pytorch']","nlp, python, pytorch"
Data Engineer,Salesforce,Boston,"['Spark', 'Python', 'SQL']","We are looking for a Data Engineer with experience in SQL, Python, Spark.","['python', 'spark', 'sql']","python, spark, sql"
Analytics Consultant,Google,Chicago,"['Power BI', 'SQL', 'Python', 'Excel', 'Client Communication']","We are looking for a Analytics Consultant with experience in Power BI, SQL, Excel.","['client communication', 'excel', 'power bi', 'python', 'sql']","client communication, excel, power bi, python, sql"
Data Analyst,Accenture,Austin,"['SQL', 'Power BI', 'Tableau']","We are looking for a Data Analyst with experience in Tableau, Power BI, SQL.","['power bi', 'sql', 'tableau']","power bi, sql, tableau"
Data Engineer,Deloitte,Denver,"['AWS', 'SQL']","We are looking for a Data Engineer with experience in SQL, AWS.","['aws', 'sql']","aws, sql"
Data Engineer,Google,Chicago,"['Spark', 'Airflow', 'SQL', 'AWS', 'Python']","We are looking for a Data Engineer with experience in Airflow, Spark, AWS.","['airflow', 'aws', 'python', 'spark', 'sql']","airflow, aws, python, spark, sql"
Bi Developer,Deloitte,Boston,"['Tableau', 'Data Warehousing', 'SQL']","We are looking for a BI Developer with experience in Tableau, Data Warehousing, SQL.","['data warehousing', 'sql', 'tableau']","data warehousing, sql, tableau"
Business Analyst,Google,Boston,"['SQL', 'Power BI', 'Project Management', 'Excel']","We are looking for a Business Analyst with experience in Project Management, Excel, Power BI.","['excel', 'power bi', 'project management', 'sql']","excel, power bi, project management, sql"
Business Analyst,Microsoft,New York,"['Business Analysis', 'SQL', 'Excel', 'Power BI', 'Project Management']","We are looking for a Business Analyst with experience in SQL, Project Management, Excel.","['business analysis', 'excel', 'power bi', 'project management', 'sql']","business analysis, excel, power bi, project management, sql"
Data Scientist,Ey,Miami,"['Python', 'Statistics', 'Machine Learning']","We are looking for a Data Scientist with experience in Statistics, Python, Machine Learning.","['machine learning', 'python', 'statistics']","machine learning, python, statistics"
Business Analyst,Google,Seattle,"['Excel', 'Project Management', 'Business Analysis', 'Power BI', 'SQL']","We are looking for a Business Analyst with experience in Business Analysis, SQL, Project Management.","['business analysis', 'excel', 'power bi', 'project management', 'sql']","business analysis, excel, power bi, project management, sql"
Machine Learning Engineer,Salesforce,Los Angeles,"['TensorFlow', 'AWS', 'Python', 'Machine Learning']","We are looking for a Machine Learning Engineer with experience in Python, TensorFlow, Machine Learning.","['aws', 'machine learning', 'python', 'tensorflow']","aws, machine learning, python, tensorflow"
Machine Learning Engineer,Salesforce,Denver,"['Python', 'PyTorch', 'AWS']","We are looking for a Machine Learning Engineer with experience in AWS, Python, PyTorch.","['aws', 'python', 'pytorch']","aws, python, pytorch"
Ai Engineer,Uber,New York,"['Deep Learning', 'NLP', 'AWS']","We are looking for a AI Engineer with experience in NLP, AWS, Deep Learning.","['aws', 'deep learning', 'nlp']","aws, deep learning, nlp"
Bi Developer,Facebook,Denver,"['Power BI', 'SQL', 'ETL']","We are looking for a BI Developer with experience in SQL, ETL, Power BI.","['etl', 'power bi', 'sql']","etl, power bi, sql"
Machine Learning Engineer,Amazon,Chicago,"['Machine Learning', 'TensorFlow']","We are looking for a Machine Learning Engineer with experience in TensorFlow, Machine Learning.","['machine learning', 'tensorflow']","machine learning, tensorflow"
Machine Learning Engineer,Amazon,Atlanta,"['PyTorch', 'AWS', 'Machine Learning', 'TensorFlow']","We are looking for a Machine Learning Engineer with experience in Machine Learning, PyTorch, AWS.","['aws', 'machine learning', 'pytorch', 'tensorflow']","aws, machine learning, pytorch, tensorflow"
Business Analyst,Accenture,Boston,"['Business Analysis', 'Project Management', 'SQL', 'Excel']","We are looking for a Business Analyst with experience in Excel, SQL, Business Analysis.","['business analysis', 'excel', 'project management', 'sql']","business analysis, excel, project management, sql"
Data Analyst,Uber,Atlanta,"['Python', 'Power BI', 'Excel']","We are looking for a Data Analyst with experience in Power BI, Python, Excel.","['excel', 'power bi', 'python']","excel, power bi, python"
Machine Learning Engineer,Amazon,Miami,"['Machine Learning', 'PyTorch', 'AWS', 'Python']","We are looking for a Machine Learning Engineer with experience in AWS, PyTorch, Machine Learning.","['aws', 'machine learning', 'python', 'pytorch']","aws, machine learning, python, pytorch"
Business Analyst,Microsoft,Atlanta,"['Power BI', 'SQL']","We are looking for a Business Analyst with experience in SQL, Power BI.","['power bi', 'sql']","power bi, sql"
Analytics Consultant,Ibm,Austin,"['Client Communication', 'Power BI', 'Python', 'SQL', 'Excel']","We are looking for a Analytics Consultant with experience in Excel, Python, SQL.","['client communication', 'excel', 'power bi', 'python', 'sql']","client communication, excel, power bi, python, sql"
Bi Developer,Salesforce,New York,"['ETL', 'Tableau', 'Data Warehousing']","We are looking for a BI Developer with experience in Tableau, ETL, Data Warehousing.","['data warehousing', 'etl', 'tableau']","data warehousing, etl, tableau"
Ai Engineer,Salesforce,New York,"['AWS', 'NLP']","We are looking for a AI Engineer with experience in AWS, NLP.","['aws', 'nlp']","aws, nlp"
Analytics Consultant,Uber,New York,"['Python', 'Power BI', 'Client Communication']","We are looking for a Analytics Consultant with experience in Python, Power BI, Client Communication.","['client communication', 'power bi', 'python']","client communication, power bi, python"
Machine Learning Engineer,Salesforce,Denver,"['TensorFlow', 'AWS']","We are looking for a Machine Learning Engineer with experience in TensorFlow, AWS.","['aws', 'tensorflow']","aws, tensorflow"
Data Scientist,Ey,Austin,"['Statistics', 'Machine Learning']","We are looking for a Data Scientist with experience in Machine Learning, Statistics.","['machine learning', 'statistics']","machine learning, statistics"
Data Analyst,Accenture,Miami,"['Excel', 'Power BI', 'SQL']","We are looking for a Data Analyst with experience in Power BI, SQL, Excel.","['excel', 'power bi', 'sql']","excel, power bi, sql"
